"user_id","date_of_first_purchase","purchased_lifetime","chapters_read_first_5_days","searches_first_5_days","questions_answered_first_5_days","created_at","market","md_do","university_id","device_type","marketing_source","class"
am_184555,,false,0,2,0,"2019-01-02",RoW,,1440,,advertisement,"1st year"
am_184556,,false,1,3,0,"2019-01-02",RoW,,45,,students_work,
am_184557,,false,9,4,0,"2019-01-02",RoW,,2181,desktop,friends,"3rd year"
am_184558,,false,0,0,0,"2019-01-02",RoW,,50,desktop,google,
am_184559,,false,4,0,3,"2019-01-02",US,,50,mobile,app_store,
am_184560,,false,0,3,1,"2019-01-02",RoW,,1993,mobile,instagram,"5th year"
am_184561,,false,0,0,0,"2019-01-02",RoW,,50,desktop,friends,"2nd year"
am_184562,,false,12,18,0,"2019-01-02",RoW,,7,desktop,press_online,"3rd year"
am_184563,,false,0,1,3,"2019-01-02",RoW,,628,,app_store,"4th year"
am_184564,,false,20,0,107,"2019-01-02",US,M.D.,196,desktop,,"3rd year"
am_184565,,false,7,0,43,"2019-01-02",RoW,,2113,desktop,friends,"4th year"
am_184566,,false,0,0,0,"2019-01-02",RoW,,44,,university,
am_184567,,false,14,0,0,"2019-01-02",RoW,,804,mobile,facebook,"5th year"
am_184568,"2019-01-21",false,22,15,6,"2019-01-02",RoW,,2115,desktop,friends,"5th year"
am_184569,,false,10,0,20,"2019-01-02",RoW,,1446,desktop,university,"6th year"
am_184570,,false,61,0,105,"2019-01-02",US,M.D.,285,desktop,friends,"3rd year"
am_184571,,false,1,0,0,"2019-01-02",RoW,,1033,mobile,facebook,"5th year"
am_184572,,false,2,7,0,"2019-01-02",RoW,,1425,mobile,,"3rd year"
am_184573,"2018-11-13",false,0,0,0,"2019-01-02",US,D.O.,231,desktop,ambassador,"2nd year"
am_184574,"2019-05-29",false,0,0,0,"2019-01-02",US,M.D.,2216,mobile,friends,"4th year"
am_184575,,false,2,0,44,"2019-01-02",US,,50,tablet,other,"5th year"
am_184576,,false,0,0,3,"2019-01-02",US,M.D.,64,desktop,friends,"3rd year"
am_184577,,false,2,0,4,"2019-01-02",US,M.D.,167,desktop,press_online,"3rd year"
am_184578,,false,20,0,0,"2019-01-02",RoW,,2537,desktop,friends,"4th year"
am_184579,,false,0,0,0,"2019-01-02",RoW,,1600,,facebook,"4th year"
am_184580,,false,0,0,0,"2019-01-02",US,M.D.,119,desktop,ambassador,"2nd year"
am_184581,,false,4,1,2,"2019-01-02",US,,50,,other_online_advertisement,
am_184582,,false,2,1,0,"2019-01-03",RoW,,50,desktop,google,"5th year"
am_184583,,false,6,2,0,"2019-01-03",US,,50,,advertisement,
am_184584,,false,19,1,25,"2019-01-03",US,M.D.,182,mobile,other,"1st year"
am_184585,,false,4,2,0,"2019-01-03",US,M.D.,78,desktop,,"3rd year"
am_184586,"2019-01-09",false,32,10,0,"2019-01-03",RoW,,1753,,friends,"4th year"
am_184587,,false,0,3,0,"2019-01-03",RoW,,1963,mobile,advertisement,"4th year"
am_184588,,false,1,0,35,"2019-01-03",US,,50,mobile,university,
am_184589,,false,0,0,1,"2019-01-03",RoW,,50,,advertisement,"6th year"
am_184590,"2019-02-07",false,9,0,0,"2019-01-03",US,M.D.,165,desktop,ambassador,"3rd year"
am_184591,,false,10,7,0,"2019-01-03",RoW,,894,desktop,friends,"6th year"
am_184592,,false,0,0,0,"2019-01-03",RoW,,50,mobile,advertisement,"6th year"
am_184593,,false,115,0,0,"2019-01-03",RoW,,2276,mobile,press_online,"3rd year"
am_184594,"2020-02-05",false,15,1,138,"2019-01-03",US,M.D.,86,desktop,friends,"3rd year"
am_184595,,false,0,0,0,"2019-01-03",RoW,,50,,,
am_184596,,false,0,0,9,"2019-01-03",RoW,,970,desktop,,"4th year"
am_184597,,false,206,20,0,"2019-01-03",RoW,,61,tablet,university,"6th year"
am_184598,"2018-10-30",false,5,10,0,"2019-01-03",RoW,,56,desktop,university,"6th year"
am_184599,,false,0,0,0,"2019-01-03",RoW,,50,desktop,friends,"6th year"
am_184600,,false,1,1,0,"2019-01-03",RoW,,50,mobile,google,
am_184601,,false,0,0,0,"2019-01-03",RoW,,2328,mobile,app_store,"5th year"
am_184602,,false,183,16,9,"2019-01-03",RoW,,50,tablet,other,
am_184603,,false,1,0,5,"2019-01-03",RoW,,50,desktop,friends,
am_184604,,false,0,0,2,"2019-01-03",RoW,,2120,desktop,,"3rd year"
am_184605,,false,3,2,0,"2019-01-03",RoW,,1663,desktop,,"4th year"
am_184606,,false,0,0,0,"2019-01-03",RoW,,50,,facebook,
am_184607,,false,0,0,0,"2019-01-03",US,M.D.,120,desktop,conference,"4th year"
am_184608,"2019-01-05",false,21,6,61,"2019-01-03",US,,50,mobile,,
am_184609,,false,1,1,0,"2019-01-03",RoW,,50,mobile,press_online,
am_184610,"2019-02-03",false,0,0,0,"2019-01-03",US,M.D.,89,desktop,friends,"3rd year"
am_184611,,false,1,1,0,"2019-01-03",RoW,,2119,desktop,google,"6th year"
am_184612,,false,14,0,0,"2019-01-03",RoW,,50,desktop,friends,"5th year"
am_184613,,false,47,0,0,"2019-01-03",US,M.D.,139,desktop,friends,"3rd year"
am_184614,,false,4,3,0,"2019-01-03",RoW,,50,desktop,press_online,
am_184615,,false,0,0,0,"2019-01-03",RoW,,18,,students_work,
am_184616,,false,0,0,0,"2019-01-03",RoW,,50,desktop,other_online_advertisement,
am_184617,,false,0,1,0,"2019-01-03",RoW,,50,mobile,youtube,
am_184618,"2019-02-04",true,3,0,2,"2019-01-03",US,M.D.,96,mobile,,"1st year"
am_184619,,false,2,0,18,"2019-01-03",US,M.D.,80,desktop,,"2nd year"
am_184620,,false,0,0,8,"2019-01-03",US,M.D.,80,desktop,,"2nd year"
am_184621,"2019-01-28",false,0,0,8,"2019-01-03",US,M.D.,80,desktop,focus_group,"2nd year"
am_184622,,false,0,0,8,"2019-01-03",US,M.D.,80,desktop,focus_group,"2nd year"
am_184623,,false,6,3,12,"2019-01-03",US,M.D.,80,desktop,,"2nd year"
am_184624,"2019-01-10",false,38,18,51,"2019-01-03",US,D.O.,249,desktop,advertisement,"1st year"
am_184625,,false,0,0,0,"2019-01-03",US,,50,mobile,press_online,
am_184626,,false,1,3,0,"2019-01-03",US,,50,mobile,,
am_184627,"2019-01-09",false,9,12,0,"2019-01-03",RoW,,2548,desktop,google,"4th year"
am_184628,,false,2,1,0,"2019-01-03",RoW,,271,mobile,press_online,"5th year"
am_184629,,false,0,0,0,"2019-01-03",RoW,,50,,focus_group,
am_184630,,false,0,0,0,"2019-01-03",RoW,,2502,mobile,friends,"4th year"
am_184631,,false,2,0,0,"2019-01-03",US,M.D.,195,desktop,press_online,"2nd year"
am_184632,,false,1,1,0,"2019-01-03",US,,50,desktop,google,
am_184633,,false,0,0,0,"2019-01-03",RoW,,1090,mobile,conference,"4th year"
am_184634,,false,2,0,0,"2019-01-03",RoW,,208,desktop,ambassador,"1st year"
am_184635,,false,0,0,60,"2019-01-03",US,,50,desktop,advertisement,
am_184636,,false,0,0,0,"2019-01-03",RoW,,50,mobile,press_online,
am_184637,,false,0,0,0,"2019-01-03",US,,50,,app_store,
am_184638,"2019-01-03",false,1,0,0,"2019-01-03",US,M.D.,131,desktop,press_online,"2nd year"
am_184639,,false,5,0,65,"2019-01-03",US,M.D.,155,desktop,focus_group,"2nd year"
am_184640,"2019-01-20",false,1,0,8,"2019-01-03",US,M.D.,149,desktop,friends,"3rd year"
am_184641,,false,15,0,0,"2019-01-04",RoW,,518,,advertisement,"4th year"
am_184642,,false,0,0,3,"2019-01-04",US,M.D.,118,desktop,friends,"2nd year"
am_184643,,false,0,0,0,"2019-01-04",RoW,,294,,facebook,"1st year"
am_184644,,false,70,10,0,"2019-01-04",US,,1498,,facebook,"3rd year"
am_184645,,false,2,4,0,"2019-01-04",US,,50,mobile,google,
am_184646,,false,5,0,9,"2019-01-04",US,D.O.,218,desktop,ambassador,"2nd year"
am_184647,,false,0,0,0,"2019-01-04",RoW,,50,mobile,facebook,
am_184648,,false,73,6,222,"2019-01-04",RoW,,2539,desktop,,"5th year"
am_184649,,false,2,0,0,"2019-01-04",US,,50,desktop,google,
am_184650,,false,0,0,0,"2019-01-04",RoW,,50,mobile,,"6th year"
am_184651,,false,2,0,0,"2019-01-04",RoW,,2117,desktop,university,"1st year"
am_184652,,false,265,52,4,"2019-01-04",US,M.D.,159,desktop,,"2nd year"
am_184653,,false,0,0,0,"2019-01-04",RoW,,735,mobile,friends,"6th year"
am_184654,,false,0,0,0,"2019-01-04",RoW,,50,,google,
am_184655,,false,1,2,0,"2019-01-04",RoW,,205,,friends,
am_184656,,false,2,0,1,"2019-01-04",RoW,,50,tablet,other_online_advertisement,
am_184657,,false,2,0,11,"2019-01-04",US,M.D.,119,desktop,app_store,"4th year"
am_184658,"2019-01-05",false,32,0,3,"2019-01-04",RoW,,50,desktop,friends,"5th year"
am_184659,,false,1,0,0,"2019-01-04",RoW,,50,desktop,press_online,
am_184660,,false,93,29,0,"2019-01-04",RoW,,1683,,ambassador,"5th year"
am_184661,,false,1,0,0,"2019-01-04",RoW,,41,mobile,friends,"5th year"
am_184662,,false,0,0,0,"2019-01-04",RoW,,2,desktop,friends,"5th year"
am_184663,,false,0,0,0,"2019-01-04",RoW,,55,desktop,friends,"6th year"
am_184664,,false,10,1,0,"2019-01-04",RoW,,2133,desktop,,"5th year"
am_184665,,false,19,10,0,"2019-01-04",RoW,,1705,desktop,google,"2nd year"
am_184666,,false,1,0,41,"2019-01-04",US,M.D.,113,mobile,press_online,"1st year"
am_184667,,false,10,0,65,"2019-01-04",US,M.D.,155,desktop,friends,"2nd year"
am_184668,,false,0,0,0,"2019-01-04",US,M.D.,155,desktop,friends,"2nd year"
am_184669,,false,2,3,0,"2019-01-04",RoW,,2120,,students_work,
am_184670,,false,20,15,53,"2019-01-04",US,D.O.,218,tablet,focus_group,"2nd year"
am_184671,,false,0,0,0,"2019-01-04",US,D.O.,218,tablet,instagram,"1st year"
am_184672,,false,50,26,4,"2019-01-04",US,D.O.,218,mobile,,"1st year"
am_184673,,false,0,0,0,"2019-01-04",RoW,,2583,desktop,advertisement,"1st year"
am_184674,,false,1,0,1,"2019-01-04",US,D.O.,218,tablet,ambassador,"2nd year"
am_184675,,false,3,0,22,"2019-01-04",US,M.D.,2213,desktop,conference,
am_184676,,false,0,0,1,"2019-01-04",RoW,,50,mobile,facebook,
am_184677,,false,0,0,3,"2019-01-04",US,D.O.,218,desktop,,"2nd year"
am_184678,,false,1,0,1,"2019-01-04",US,D.O.,218,desktop,,"1st year"
am_184679,,false,1,0,2,"2019-01-04",US,D.O.,218,desktop,,"2nd year"
am_184680,,false,1,0,1,"2019-01-04",US,D.O.,218,tablet,,"2nd year"
am_184681,,false,0,0,3,"2019-01-04",US,D.O.,218,desktop,conference,"2nd year"
am_184682,,false,0,0,1,"2019-01-04",US,D.O.,218,tablet,ambassador,"2nd year"
am_184683,,false,0,0,0,"2019-01-04",US,D.O.,218,tablet,,"2nd year"
am_184684,,false,12,0,29,"2019-01-04",US,M.D.,157,desktop,press_online,"2nd year"
am_184685,,false,3,1,0,"2019-01-04",RoW,,948,mobile,,"6th year"
am_184686,,false,30,8,5,"2019-01-04",RoW,,2546,desktop,advertisement,"1st year"
am_184687,,false,0,0,0,"2019-01-04",RoW,,2510,,focus_group,"5th year"
am_184688,,false,0,0,0,"2019-01-04",RoW,,643,desktop,conference,"3rd year"
am_184689,,false,16,10,0,"2019-01-04",US,M.D.,428,desktop,facebook,"5th year"
am_184690,,false,0,0,1,"2019-01-04",RoW,,1452,tablet,instagram,"5th year"
am_184691,,false,0,0,0,"2019-01-05",US,,50,mobile,advertisement,
am_184692,,false,0,1,0,"2019-01-05",US,,50,mobile,youtube,
am_184693,,false,0,0,0,"2019-01-05",RoW,,50,mobile,,"6th year"
am_184694,,false,10,0,0,"2019-01-05",US,,50,tablet,,
am_184695,,false,54,75,1,"2019-01-05",RoW,,2509,desktop,,"3rd year"
am_184696,,false,41,17,1,"2019-01-05",RoW,,974,desktop,advertisement,"4th year"
am_184697,,false,4,7,0,"2019-01-05",US,,50,mobile,google,
am_184698,"2019-01-05",false,48,10,0,"2019-01-05",RoW,,1369,desktop,instagram,
am_184699,,false,32,34,18,"2019-01-05",US,M.D.,113,desktop,other_online_advertisement,"1st year"
am_184700,,false,23,0,0,"2019-01-05",RoW,,1829,mobile,advertisement,"2nd year"
am_184701,,false,26,44,0,"2019-01-05",RoW,,2526,desktop,advertisement,"3rd year"
am_184702,"2019-01-22",false,3,1,2,"2019-01-05",US,M.D.,149,desktop,friends,"3rd year"
am_184703,,false,83,44,1,"2019-01-05",RoW,,581,mobile,facebook,"5th year"
am_184704,,false,0,0,0,"2019-01-05",RoW,,55,mobile,university,"6th year"
am_184705,,false,60,81,0,"2019-01-05",RoW,,1916,desktop,,"6th year"
am_184706,,false,1,1,0,"2019-01-05",RoW,,2522,desktop,other_online_advertisement,"4th year"
am_184707,,false,1,0,1,"2019-01-05",RoW,,2161,mobile,other_online_advertisement,"5th year"
am_184708,,false,0,0,0,"2019-01-05",RoW,,2120,,friends,"1st year"
am_184709,,false,0,0,5,"2019-01-05",RoW,,2263,,friends,"4th year"
am_184710,,false,11,11,240,"2019-01-05",RoW,,937,desktop,facebook,"6th year"
am_184711,,false,10,0,37,"2019-01-05",US,M.D.,108,desktop,ambassador,"3rd year"
am_184712,"2019-03-01",false,20,0,4,"2019-01-05",US,,50,desktop,google,"3rd year"
am_184713,,false,2,6,0,"2019-01-05",RoW,,2120,desktop,friends,"3rd year"
am_184714,,false,3,0,0,"2019-01-05",US,D.O.,238,desktop,,"4th year"
am_184715,,false,0,0,0,"2019-01-05",RoW,,20,desktop,press_online,"1st year"
am_184716,,false,1,1,0,"2019-01-05",US,,50,desktop,google,
am_184717,"2019-04-24",false,0,0,0,"2019-01-05",US,,50,mobile,,"3rd year"
am_184718,,false,1,0,0,"2019-01-05",US,M.D.,109,desktop,friends,"3rd year"
am_184719,"2019-04-09",false,1,0,0,"2019-01-05",US,M.D.,186,desktop,friends,"3rd year"
am_184720,,false,5,0,0,"2019-01-05",RoW,,983,mobile,facebook,"4th year"
am_184721,,false,1,0,7,"2019-01-05",US,M.D.,142,desktop,friends,"3rd year"
am_184722,"2019-02-10",false,39,0,22,"2019-01-05",US,M.D.,118,desktop,friends,"2nd year"
am_184723,,false,3,0,0,"2019-01-05",RoW,,2229,,friends,"5th year"
am_184724,"2019-03-31",false,31,23,0,"2019-01-06",US,M.D.,162,desktop,facebook,"3rd year"
am_184725,,false,0,0,0,"2019-01-06",US,M.D.,85,mobile,facebook,"3rd year"
am_184726,,false,4,0,0,"2019-01-06",RoW,,1580,desktop,friends,"6th year"
am_184727,,false,0,0,0,"2019-01-06",RoW,,1090,mobile,facebook,"2nd year"
am_184728,,false,134,86,0,"2019-01-06",RoW,,628,desktop,instagram,"1st year"
am_184729,,false,22,8,60,"2019-01-06",US,M.D.,153,desktop,university,"3rd year"
am_184730,,false,1,1,0,"2019-01-06",RoW,,2416,desktop,,"4th year"
am_184731,,false,7,0,0,"2019-01-06",US,M.D.,113,desktop,,"4th year"
am_184732,"2019-01-20",false,23,1,12,"2019-01-06",RoW,,838,mobile,instagram,"5th year"
am_184733,,false,0,0,0,"2019-01-06",US,,50,desktop,,
am_184734,,false,3,3,0,"2019-01-06",RoW,,894,desktop,google,"6th year"
am_184735,,false,0,0,1,"2019-01-06",RoW,,1941,mobile,facebook,"3rd year"
am_184736,"2019-10-23",false,9,0,0,"2019-01-06",RoW,,32,,,
am_184737,"2019-02-03",false,0,0,0,"2019-01-06",RoW,,1447,,students_work,
am_184738,,false,0,0,0,"2019-01-06",RoW,,1198,tablet,google,"4th year"
am_184739,,false,15,0,0,"2019-01-06",RoW,,1200,mobile,facebook,"4th year"
am_184740,,false,0,0,1,"2019-01-06",RoW,,1125,mobile,other_online_advertisement,"6th year"
am_184741,,false,0,0,177,"2019-01-06",US,D.O.,230,mobile,friends,"4th year"
am_184742,,false,28,25,143,"2019-01-06",US,M.D.,113,desktop,youtube,"3rd year"
am_184743,,false,0,0,1,"2019-01-06",RoW,,50,mobile,advertisement,
am_184744,,false,67,0,0,"2019-01-06",RoW,,1657,mobile,facebook,"4th year"
am_184745,,false,0,0,1,"2019-01-06",RoW,,61,mobile,facebook,"5th year"
am_184746,,false,0,0,2,"2019-01-06",RoW,,206,desktop,friends,"6th year"
am_184747,,false,131,6,4,"2019-01-06",RoW,,482,,facebook,"6th year"
am_184748,,false,8,0,0,"2019-01-06",RoW,,349,desktop,google,"6th year"
am_184749,,false,14,33,0,"2019-01-06",RoW,,741,desktop,,"4th year"
am_184750,,false,0,0,2,"2019-01-06",RoW,,1974,mobile,youtube,"2nd year"
am_184751,,false,1,0,1,"2019-01-06",RoW,,50,mobile,youtube,"5th year"
am_184752,,false,0,0,0,"2019-01-06",RoW,,50,mobile,,"6th year"
am_184753,,false,1,0,4,"2019-01-06",US,,50,desktop,facebook,
am_184754,"2019-02-18",false,24,11,5,"2019-01-06",US,M.D.,182,desktop,friends,"3rd year"
am_184755,,false,0,1,0,"2019-01-06",RoW,,50,desktop,friends,"4th year"
am_184756,,false,4,4,0,"2019-01-06",US,M.D.,112,desktop,friends,"3rd year"
am_184757,,false,0,0,0,"2019-01-06",RoW,,50,tablet,google,
am_184758,,false,1,0,0,"2019-01-06",US,D.O.,221,desktop,friends,"2nd year"
am_184759,,false,1,0,0,"2019-01-06",US,D.O.,227,mobile,,"1st year"
am_184760,,false,0,0,0,"2019-01-06",US,M.D.,183,desktop,focus_group,"1st year"
am_184761,,false,0,0,0,"2019-01-06",US,D.O.,210,mobile,,"3rd year"
am_184762,,false,0,0,0,"2019-01-07",US,M.D.,149,desktop,focus_group,"2nd year"
am_184763,,false,1,0,18,"2019-01-07",RoW,,643,desktop,conference,"3rd year"
am_184764,,false,0,0,0,"2019-01-07",US,D.O.,2611,desktop,friends,"2nd year"
am_184765,,false,0,0,4,"2019-01-07",US,M.D.,191,desktop,,"3rd year"
am_184766,,false,9,1,353,"2019-01-07",US,,50,desktop,,
am_184768,,false,14,3,0,"2019-01-07",RoW,,2488,mobile,advertisement,"4th year"
am_184769,,false,11,0,30,"2019-01-07",RoW,,50,desktop,ambassador,
am_184770,"2019-01-10",false,0,0,1,"2019-01-07",RoW,,2259,desktop,friends,"4th year"
am_184772,,false,11,0,0,"2019-01-07",RoW,,1033,desktop,,"5th year"
am_184773,,false,32,29,9,"2019-01-07",RoW,,1662,,,
am_184775,"2019-02-06",false,2,1,0,"2019-01-07",RoW,,619,mobile,,"4th year"
am_184776,,false,1,0,0,"2019-01-07",RoW,,668,,friends,"5th year"
am_184777,,false,20,35,0,"2019-01-07",RoW,,1366,desktop,,"3rd year"
am_184778,,false,0,0,0,"2019-01-07",RoW,,9,,friends,
am_184779,,false,237,1,1,"2019-01-07",RoW,,50,,,"4th year"
am_184780,,false,81,12,46,"2019-01-07",RoW,,50,desktop,other_online_advertisement,"4th year"
am_184782,,false,8,6,0,"2019-01-07",RoW,,50,desktop,facebook,"5th year"
am_184785,,false,1,0,8,"2019-01-07",RoW,,1903,mobile,other_online_advertisement,"5th year"
am_184786,,false,0,2,0,"2019-01-07",RoW,,1064,mobile,advertisement,"6th year"
am_184788,,false,1,0,0,"2019-01-07",RoW,,1696,desktop,friends,"4th year"
am_184789,,false,2,1,6,"2019-01-07",RoW,,2098,tablet,friends,"5th year"
am_184790,"2020-02-01",false,6,0,0,"2019-01-07",RoW,,1772,,friends,"4th year"
am_184792,,false,4,3,0,"2019-01-07",RoW,,50,desktop,google,"5th year"
am_184793,,false,0,0,0,"2019-01-07",RoW,,34,,students_work,
am_184796,,false,6,0,26,"2019-01-07",RoW,,337,desktop,friends,"2nd year"
am_184797,,false,2,0,1,"2019-01-07",RoW,,2404,mobile,press_online,"4th year"
am_184803,,false,3,0,0,"2019-01-07",RoW,,2539,desktop,google,"5th year"
am_184805,,false,1,0,0,"2019-01-07",RoW,,2120,desktop,facebook,"2nd year"
am_184806,,false,0,0,0,"2019-01-07",RoW,,50,mobile,google,
am_184807,"2019-04-15",false,19,15,0,"2019-01-07",RoW,,891,desktop,friends,"4th year"
am_184813,,false,31,0,0,"2019-01-07",RoW,,50,desktop,,"5th year"
am_184815,,false,0,0,0,"2019-01-07",RoW,,635,tablet,conference,"4th year"
am_184817,,false,0,0,0,"2019-01-07",RoW,,2118,mobile,conference,"2nd year"
am_184819,,false,48,0,0,"2019-01-07",RoW,,1807,,advertisement,"3rd year"
am_184822,,false,2,3,0,"2019-01-08",RoW,,2221,tablet,google,"4th year"
am_184829,,false,0,0,0,"2019-01-08",RoW,,50,desktop,advertisement,
am_184840,,false,2,2,0,"2019-01-08",RoW,,2229,desktop,google,"6th year"
am_184846,,false,0,0,0,"2019-01-08",RoW,,50,mobile,other,
am_184847,,false,0,0,0,"2019-01-08",RoW,,274,mobile,instagram,"2nd year"
am_184848,,false,86,17,0,"2019-01-08",RoW,,1685,,other,"5th year"
am_184849,"2019-07-20",false,19,6,0,"2019-01-08",RoW,,2234,,,"6th year"
am_184850,,false,2,0,2,"2019-01-08",RoW,,1454,desktop,friends,"4th year"
am_184851,,false,0,0,0,"2019-01-08",RoW,,1367,mobile,,"6th year"
am_184852,,false,24,6,0,"2019-01-08",RoW,,628,,,"6th year"
am_184853,,false,0,0,0,"2019-01-08",RoW,,38,,student_committee,
am_184855,,false,0,0,0,"2019-01-08",RoW,,20,,,
am_184856,,false,30,2,36,"2019-01-08",RoW,,50,desktop,,"3rd year"
am_184857,,false,1,0,0,"2019-01-08",RoW,,1702,mobile,focus_group,"6th year"
am_184859,,false,1,0,0,"2019-01-08",RoW,,2120,desktop,friends,"3rd year"
am_184861,,false,0,0,0,"2019-01-08",RoW,,20,,students_work,
am_184863,,false,0,0,0,"2019-01-08",RoW,,2120,mobile,friends,"3rd year"
am_184864,,false,6,1,0,"2019-01-08",RoW,,2120,,ambassador,"3rd year"
am_184866,,false,0,0,0,"2019-01-08",RoW,,32,,university,
am_184867,,false,23,48,0,"2019-01-08",RoW,,2229,desktop,other,"6th year"
am_184869,,false,10,12,0,"2019-01-08",RoW,,2526,desktop,advertisement,"4th year"
am_184870,,false,0,0,0,"2019-01-08",RoW,,29,,students_work,
am_184875,,false,0,0,0,"2019-01-08",RoW,,41,,students_work,
am_184881,,false,5,1,0,"2019-01-08",RoW,,1480,,,
am_184882,,false,22,23,11,"2019-01-08",RoW,,2547,desktop,google,"5th year"
am_184888,,false,15,4,0,"2019-01-08",RoW,,1580,tablet,university,"5th year"
am_184893,,false,0,0,0,"2019-01-08",RoW,,1446,desktop,university,"4th year"
am_184894,,false,0,0,0,"2019-01-08",RoW,,1446,desktop,university,"4th year"
am_184895,,false,4,0,0,"2019-01-08",RoW,,50,mobile,friends,
am_184896,,false,0,0,6,"2019-01-08",RoW,,345,desktop,friends,"5th year"
am_184906,,false,0,0,0,"2019-01-09",RoW,,50,desktop,press_online,"4th year"
am_184907,,false,0,0,0,"2019-01-09",RoW,,50,,students_work,
am_184908,,false,0,0,0,"2019-01-09",RoW,,1480,desktop,friends,"6th year"
am_184909,,false,1,0,0,"2019-01-09",RoW,,616,mobile,friends,"6th year"
am_184911,,false,1,2,0,"2019-01-09",RoW,,2551,desktop,google,"4th year"
am_184912,,false,6,0,13,"2019-01-09",RoW,,1480,desktop,ambassador,"6th year"
am_184913,,false,0,0,4,"2019-01-09",RoW,,1480,desktop,friends,"6th year"
am_184914,,false,1,1,0,"2019-01-09",RoW,,50,desktop,youtube,
am_184915,,false,3,1,0,"2019-01-09",RoW,,1916,mobile,conference,"5th year"
am_184916,,false,21,25,170,"2019-01-09",RoW,,1440,tablet,ambassador,"4th year"
am_184918,,false,1,0,0,"2019-01-09",RoW,,544,desktop,friends,"4th year"
am_184919,,false,5,0,0,"2019-01-09",RoW,,271,,friends,"6th year"
am_184920,,false,0,0,0,"2019-01-09",RoW,,50,,,
am_184922,,false,1,1,0,"2019-01-09",RoW,,2418,desktop,advertisement,"2nd year"
am_184925,,false,3,0,0,"2019-01-09",RoW,,1969,mobile,google,"6th year"
am_184934,,false,0,1,0,"2019-01-09",RoW,,1480,,friends,"2nd year"
am_184935,,false,29,26,0,"2019-01-09",RoW,,2418,desktop,conference,"5th year"
am_184938,,false,0,0,0,"2019-01-10",RoW,,50,desktop,advertisement,
am_184942,"2019-01-23",false,19,3,0,"2019-01-10",RoW,,343,,,
am_184943,,false,96,29,0,"2019-01-10",RoW,,2474,desktop,friends,"5th year"
am_184944,,false,0,0,0,"2019-01-10",RoW,,1387,,press_online,"5th year"
am_184945,,false,31,0,0,"2019-01-10",RoW,,2076,mobile,focus_group,"4th year"
am_184946,,false,22,0,0,"2019-01-10",RoW,,50,,app_store,
am_184948,"2019-01-16",false,179,3,0,"2019-01-10",RoW,,652,,friends,"4th year"
am_184949,,false,7,0,0,"2019-01-10",RoW,,1028,mobile,university,"1st year"
